DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
123093-9453,Al Horford,C,GS,NO,,3900,22.4,19.73,22.4,19.73,5.058974358974359,0.17,0.221385141373332,0,100,118.4982,228.6794,19.849,15.25,19.5,24.125,26.75,31.25,36.3775,19.7265,15.05,19.4,24,26.6,31.3525,36.701,19.7265,15.05,19.4,24,26.6,31.3525,36.701,19.8413,15.3,19.5,24.1,26.6,31.3,36.351,6.56738,6.68296,6.68296,6.54958,7.80233,20.8536,1.28525,1.5785,4.80025,0.945,3.85525,2.12717,0.471,0.762417,0.7265
123093-228118,Tre Johnson,SG/PG,WAS,BKN,,4100,6.5,19.71,6.5,19.71,4.807317073170732,1.02,1.1676340703722685,0,100,116.2337,231.478,20.186,16.125,20.75,25.5312,28.375,33.5,39.6275,19.7141,15.6,20.2,25.1,27.9075,33.15,39.201,19.7141,15.6,20.2,25.1,27.9075,33.15,39.201,20.1741,16.1,20.65,25.5,28.2575,33.3525,39.301,7.10182,7.18318,7.18318,7.06312,11.7511,22.4132,2.82342,1.462,3.15875,0.727083,2.43166,2.16734,0.291167,0.710833,1.22308
123093-84717,Anfernee Simons,SG/PG,BOS,LAC,,4500,1,19.71,1,19.71,4.38,0.42,0.4493339514715887,0,100,113.5848,221.8638,20.9542,15.125,19.875,25.125,28,33.25,39.875,19.7081,13.85,18.65,23.6625,26.55,31.5,38.001,19.7081,13.85,18.65,23.6625,26.55,31.5,38.001,20.1261,14.5,19.1,24,26.7075,31.5525,37.7505,7.46108,7.27027,7.27027,7.0572,13.6424,20.8582,2.23508,2.37033,1.46,0.378167,1.08184,1.89092,0.717583,0.0800833,1.55325
123093-188454,Mouhamed Gueye,PF/C,ATL,PHO,,4100,0.19999999999999996,19.68,0.2,19.68,4.8,0.06,0.0789630852904723,0,100,112.8215,226.703,19.2741,15.25,19.5,24.375,27,32.25,38.3775,19.6814,15.4375,19.85,24.9625,27.9,33.45,39.75,19.6814,15.4375,19.85,24.9625,27.9,33.45,39.75,19.7354,15.6,19.925,24.9,27.8,33.1525,39.451,6.78825,7.21053,7.21053,6.99806,7.34216,20.6152,1.87784,0.757583,5.16667,1.1465,4.02016,2.15259,0.829583,0.71775,0.916084
123093-55060,Bogdan Bogdanovic,SG/SF,LAC,BOS,,4300,18.3,19.43,18.3,19.43,4.51860465116279,0.31,0.341216567730753,0,100,108.279,221.8638,20.2143,14.625,19.25,24.375,27,32,37.7513,19.4331,13.8,18.5,23.45,26.1,31.15,36.8505,19.4331,13.8,18.5,23.45,26.1,31.15,36.8505,19.6996,14.25,18.8,23.6,26.2075,31.0025,36.4515,7.11302,7.0438,7.0438,6.83156,9.35417,21.4373,1.46492,1.76967,3.28191,0.73275,2.54917,2.818,0.678417,0.187166,1.25325
123093-171669,Keon Ellis,SG/SF,SAC,SA,Confirmed,3900,3.2,19.36,3.2,19.36,4.964102564102564,0.11,0.1139618868475767,0,100,117.3802,240.3172,18.4201,13.375,18,23.125,26,31.375,37.125,19.3616,13.95,19.05,24.4,27.45,32.8025,38.8515,19.3616,13.95,19.05,24.4,27.45,32.8025,38.8515,18.9498,13.85,18.6,23.85,26.7,31.85,37.601,7.21855,7.66534,7.66534,7.31119,8.74708,25.1504,1.02792,1.98433,1.4885,0.30375,1.18475,1.64216,1.67392,0.770584,0.854334
123093-171749,Jeremy Sochan,PF,SA,SAC,,4100,18,19.34,18,19.34,4.717073170731707,0.32,0.3675502280179196,0,100,122.937,240.3172,19.0823,14.75,18.875,23.75,26.5,31.625,37.75,19.3384,14.7,19.2,24.2,27.2,32.6,39.0005,19.3384,14.7,19.2,24.2,27.2,32.6,39.0005,19.4599,14.95,19.3,24.15,27.0575,32.3525,38.6515,6.80442,7.2059,7.2059,6.996,7.70042,19.9736,2.57417,0.4885,4.73442,1.13409,3.60033,2.39792,0.83175,0.454417,1.04875
123093-157839,Day'Ron Sharpe,C,BKN,WAS,,4000,14.5,19.07,14.5,19.07,4.7675,0.11,0.1248042020992431,0,100,115.2443,231.478,18.5769,14.375,18.625,23.5,26.375,31.625,37.5,19.0698,14.5,19.1,24.35,27.4,33.2,40.0015,19.0698,14.5,19.1,24.35,27.4,33.2,40.0015,19.2733,14.85,19.3,24.45,27.55,33.2,39.6005,6.86292,7.43939,7.43939,7.27755,5.77508,15.5934,2.119,0.15175,6.316,1.63892,4.67708,2.081,0.738,0.7515,1.13825
123093-228107,Drake Powell,SG/SF,BKN,WAS,,3900,15.8,18.59,15.8,18.59,4.766666666666667,0.47,0.5336263724292098,0,100,115.2443,231.478,19.4192,15.125,19.375,24,26.75,31.375,37.1263,18.5937,14.2,18.65,23.25,26.15,30.7525,36.5,18.5937,14.2,18.65,23.25,26.15,30.7525,36.5,19.1812,14.95,19.2,23.75,26.4,30.95,36.5,6.68505,6.82283,6.82283,6.57101,8.69133,21.7388,2.05475,1.06125,3.49984,0.871,2.62883,3.68866,0.655416,0.1425,1.84083
123093-188457,Jordan Walsh,SF,BOS,LAC,Confirmed,4000,32.1,18.57,32.1,18.57,4.6425,0.16,0.19937346930449762,0,100,113.5848,221.8638,18.3917,14.5,18.625,23.125,25.625,29.875,35.375,18.5737,14.5,18.9,23.5,26.2,31.05,36.6505,18.5737,14.5,18.9,23.5,26.2,31.05,36.6505,18.6307,14.75,18.9,23.4,25.95,30.6,35.851,6.31457,6.70572,6.70572,6.42891,6.07959,25.3659,1.14959,1.03067,5.57684,1.41508,4.16175,1.83509,1.0355,0.569583,1.06458
123093-145308,Patrick Williams,PF/SF,CHI,UTA,,3900,11.7,18.34,11.7,18.34,4.702564102564103,0.31,0.31599162169966555,0,100,123.2552,242.0745,17.9599,13.125,17.5,22.25,25.125,30.625,37.125,18.344,13.1,17.85,23,25.9,31.5,38.5505,18.344,13.1,17.85,23,25.9,31.5,38.5505,18.3642,13.35,17.9,22.75,25.7,31.05,37.6515,7.01886,7.36322,7.36322,7.09417,8.63684,22.5471,1.83209,1.28033,2.96591,0.677667,2.28825,1.44033,1.15925,0.597333,1.21567
123093-188425,Dereck Lively,C,DAL,POR,D,4500,11.1,18.25,11.1,18.25,4.055555555555555,0.03,0.03628677603994174,0,100,115.4618,234.377,17.4774,13.25,17.25,21.5,24,28.375,33.75,18.2493,13.55,17.95,22.75,25.4,30.2,36.1005,18.2493,13.55,17.95,22.75,25.4,30.2,36.1005,18.3735,13.75,18.1,22.7,25.35,30,36.0005,6.14112,6.74479,6.74479,6.60374,6.00458,18.7687,2.55742,0.0185833,5.41871,1.32321,4.0955,1.53746,0.625709,0.853292,0.878625
123093-203721,Bub Carrington,PG,WAS,BKN,,3900,17.3,17.95,17.3,17.95,4.602564102564102,0.18,0.21819374073672626,0,100,116.2337,231.478,18.3152,13.75,17.875,22.25,24.75,29.125,34.5,17.9543,13.35,17.55,21.95,24.45,28.9025,34.3505,17.9543,13.35,17.55,21.95,24.45,28.9025,34.3505,18.2005,13.7,17.8,22.05,24.55,28.9,34.151,6.3227,6.41641,6.41641,6.24859,6.3615,21.0065,1.38125,0.907084,3.42258,0.77725,2.64533,4.06617,0.533083,0.233167,1.03475
123093-188429,Kris Murray,SF,POR,DAL,,3700,24,17.89,24,17.89,4.835135135135135,0.19,0.2288219776000551,0,100,118.9152,234.377,17.6498,13.625,17.5,21.75,24.1437,28.25,33.75,17.8855,13.5,17.675,22.2,24.6575,29.2,35.0005,17.8855,13.5,17.675,22.2,24.6575,29.2,35.0005,17.843,13.65,17.65,22.05,24.4,28.7,34.25,6.09589,6.42696,6.42696,6.16379,6.61,23.1316,1.45738,0.96675,4.20988,0.98625,3.22362,2.14259,0.968875,0.383292,0.879667
123093-171753,Tyrese Martin,SG/SF,BKN,WAS,,3900,35.4,17.87,35.4,17.87,4.582051282051283,0.18,0.21238928042701796,0,100,115.2443,231.478,18.4075,14.5,18.75,23.5,26.125,31.125,37.2513,17.8683,13.9,18.2,22.95,25.65,30.6025,36.75,17.8683,13.9,18.2,22.95,25.65,30.6025,36.75,18.1536,14.3,18.55,23.15,25.7,30.6025,36.601,6.74754,6.7639,6.7639,6.59762,9.11584,21.7638,2.17825,1.23217,3.36258,0.879834,2.48275,2.88067,0.514584,0.2545,1.08867
123093-14509,Klay Thompson,SF/SG,DAL,POR,,3900,27.6,17.71,27.6,17.71,4.541025641025641,0.35,0.37965931012473797,0,100,115.4618,234.377,18.5682,14.25,18.75,23.875,26.625,31.6313,37.625,17.714,13.45,17.95,22.85,25.6,30.5525,36.7505,17.714,13.45,17.95,22.85,25.6,30.5525,36.7505,17.9352,13.85,18.15,23,25.65,30.4025,36.4,7.14131,6.97253,6.97253,6.81299,11.4689,20.0396,1.70116,2.1965,2.33279,0.581958,1.75083,1.72896,0.553291,0.293709,1.00267
123093-84689,Josh Okogie,SG/SF,HOU,ORL,Confirmed,4100,10.9,17.54,10.9,17.54,4.278048780487805,0.15,0.14643272751447892,0,100,115.3213,225.21859999999998,16.3334,11.5,15.5,20.125,22.75,27.625,33.5,17.544,12.15,16.7,21.7125,24.6,29.8525,36.2,17.544,12.15,16.7,21.7125,24.6,29.8525,36.2,17.1392,12.1,16.4,21.1,23.8,28.8,34.7,6.44192,7.07955,7.07955,6.67671,7.35642,26.3971,1.44409,0.925417,1.89458,0.418167,1.47642,1.3045,1.82317,0.4205,1.04166
123093-84713,Svi Mykhailiuk,SG/SF,UTA,CHI,Confirmed,3900,17.5,17.52,17.5,17.52,4.492307692307692,0.23,0.22522703732746915,0,100,118.8193,242.0745,17.8832,12.875,17.5,22.625,25.625,30.625,36.2513,17.5158,12.45,17.25,22.2,25.2,30.3,36.1005,17.5158,12.45,17.25,22.2,25.2,30.3,36.1005,17.7438,12.9,17.5,22.4,25.15,30.1,35.7005,7.09994,7.18713,7.18713,6.91892,9.67108,25.2579,1.40866,1.92083,1.46317,0.302916,1.16025,2.37358,1.0265,0.3605,1.4985
123093-145540,Vit Krejci,SG/SF,ATL,PHO,,4600,15.600000000000001,16.9,15.6,16.9,3.6739130434782603,0.1,0.10822583816824,0,100,112.8215,226.703,17.5093,13,17.25,21.875,24.625,29.5,35.375,16.8972,12.4,16.65,21.3,23.95,28.7525,34.7515,16.8972,12.4,16.65,21.3,23.95,28.7525,34.7515,17.2234,12.9,17,21.55,24.15,28.9,34.8505,6.70452,6.70006,6.70006,6.5226,9.12459,22.2839,1.59717,1.66725,2.15259,0.462916,1.68967,2.58559,0.5395,0.382167,1.27708
123093-110359,Goga Bitadze,C,ORL,HOU,,4000,16.3,16.85,16.3,16.85,4.2125,0.08,0.0860693417071874,0,100,109.8973,225.21859999999998,16.0167,11.75,15.625,19.625,22,26.125,31.0012,16.852,12.15,16.35,20.9,23.55,28.15,34.051,16.852,12.15,16.35,20.9,23.55,28.15,34.051,16.871,12.25,16.35,20.85,23.4,27.8,33.301,5.85857,6.50187,6.50187,6.30825,4.89341,16.8999,1.67167,0.211583,4.62758,1.34425,3.28333,1.63417,0.728666,0.82875,0.78125
123093-80811,Jonathan Isaac,PF,ORL,HOU,,3600,10.2,16.77,10.2,16.77,4.658333333333333,0.29,0.2930797081351506,0,100,109.8973,225.21859999999998,15.5312,11.5,15.25,19.5,22.125,26.75,31.875,16.7715,12.15,16.45,21.2,24.15,29.3,35.0005,16.7715,12.15,16.45,21.2,24.15,29.3,35.0005,16.4655,12.05,16.15,20.7,23.45,28.4025,33.8515,6.12072,6.84769,6.84769,6.55051,5.03892,17.1826,1.16567,0.60075,4.29209,1.311,2.98108,0.771334,1.26233,0.825666,0.604584
123093-228143,Will Richard,SG,GS,NO,Confirmed,3900,16.9,16.77,16.9,16.77,4.3,0.09,0.09272289754988543,0,100,118.4982,228.6794,16.5531,11.625,15.625,19.875,22.375,26.75,32,16.7715,11.5,15.75,20.25,22.7,27.4025,32.551,16.7715,11.5,15.75,20.25,22.7,27.4025,32.551,16.6891,11.75,15.75,20,22.4,26.75,31.9005,6.08287,6.36997,6.36997,6.07284,7.85258,23.361,1.84583,1.08733,2.56742,0.485334,2.08208,1.49408,1.09492,0.233167,1.03742
123093-145341,Isaac Okoro,SF,CHI,UTA,Confirmed,4100,21.7,16.5,21.7,16.5,4.024390243902439,0.06,0.057014998003358526,0,100,123.2552,242.0745,15.8267,11.25,15.25,19.875,22.75,27.5,34,16.5044,11.6,16,20.8,23.7,28.75,35.1505,16.5044,11.6,16,20.8,23.7,28.75,35.1505,16.2277,11.5,15.7,20.3125,23.25,28.0525,34.1505,6.60245,6.92598,6.92598,6.67183,7.585,24.7855,1.57817,1.1035,1.80342,0.387666,1.41575,1.68375,1.15658,0.4725,0.633667
123093-66046,Luke Kennard,SG/PG,ATL,PHO,,3900,1.2,16.46,1.2,16.46,4.220512820512821,0.21,0.2211467221896037,0,100,112.8215,226.703,17.3073,13,17.25,22.125,25,30,36.0013,16.4602,12.25,16.5,21.15,23.85,28.8,34.751,16.4602,12.25,16.5,21.15,23.85,28.8,34.751,16.6465,12.6,16.7,21.3,23.9,28.65,34.4005,6.84598,6.69458,6.69458,6.47028,8.433,22.7981,0.942083,1.948,2.82817,0.607417,2.22075,2.58842,0.741584,0.05625,1.11925
123093-157807,Luka Garza,C,BOS,LAC,,3900,17.8,16.41,17.8,16.41,4.207692307692308,0.08,0.08280233235418152,0,100,113.5848,221.8638,16.5429,12.625,16.875,21.5,24.25,29.75,36.0013,16.4107,12.3375,16.7,21.45,24.3075,29.95,36.151,16.4107,12.3375,16.7,21.45,24.3075,29.95,36.151,16.5354,12.6,16.8,21.5,24.3,29.95,36,6.77703,6.9162,6.9162,6.77051,8.20475,17.6856,2.1935,0.78275,4.46167,1.17109,3.29058,1.25241,0.554917,0.336417,0.795667
123093-171776,Josh Minott,PF/SF,BOS,LAC,,4500,2.7,16.05,2.7,16.05,3.566666666666667,1.54,1.5186367093752557,0,100,113.5848,221.8638,14.9106,11.25,15,19.375,22.125,26.625,32.625,16.0515,11.75,16.15,21.05,23.9,28.9,35.65,16.0515,11.75,16.15,21.05,23.9,28.9,35.65,15.7048,11.7,15.8,20.5,23.2,28.1,34.4,6.21718,6.89256,6.89256,6.56353,6.02683,15.8837,1.56641,0.626083,2.93041,0.724833,2.20559,1.35041,1.30242,0.618334,0.578583
123093-9874,Kevin Love,PF,UTA,CHI,,3500,25.6,16.03,25.6,16.03,4.580000000000001,1.2,1.1796995832814094,0,100,118.8193,242.0745,16.3967,11.625,15.75,20.25,23.25,28.5,34.75,16.0334,11.25,15.35,20.05,22.9,28,34.3,16.0334,11.25,15.35,20.05,22.9,28,34.3,16.0842,11.45,15.45,20,22.75,27.75,33.85,6.64855,6.63214,6.63214,6.48491,5.94283,14.8637,0.73825,1.14575,4.88316,1.12759,3.75558,1.64217,0.624166,0.20225,0.7115
123093-84708,Robert Williams,C,POR,DAL,,3700,22.5,15.9,22.5,15.9,4.297297297297297,0.11,0.1070618212367214,0,100,118.9152,234.377,15.2346,11.5,15.25,19.625,22.5,27.375,33.7525,15.8997,11.7,15.9,20.7,23.7075,29.2,35.952,15.8997,11.7,15.9,20.7,23.7075,29.2,35.952,15.9515,11.9,15.9,20.6125,23.65,29,35.601,6.37328,6.95084,6.95084,6.81531,5.18609,14.9326,2.14192,0.0644166,5.12408,1.18709,3.937,1.34579,0.532375,0.767875,0.617917
123093-22541,Kelly Olynyk,C/PF,SA,SAC,,3600,22.2,15.63,22.2,15.63,4.341666666666668,0.45,0.4169936184442658,0,100,122.937,240.3172,15.6287,11,15.125,19.625,22.75,27.875,34.7525,15.6337,10.85,15,19.95,22.95,28.5,35.6005,15.6337,10.85,15,19.95,22.95,28.5,35.6005,15.8612,11.15,15.35,20.05,23.05,28.4025,35.3005,6.69111,6.99289,6.99289,6.81348,6.0435,14.7657,1.51641,0.611667,3.09959,0.749083,2.3505,2.69866,0.686666,0.362666,1.15358
123093-158854,Sam Hauser,SF/PF,BOS,LAC,,3800,2.9,15.14,2.9,15.14,3.9842105263157896,0.37,0.3753152361380803,0,100,113.5848,221.8638,15.5617,11.375,15.375,19.75,22.375,27.375,32.5025,15.1423,11.05,14.9,19.25,21.9,26.4525,31.6505,15.1423,11.05,14.9,19.25,21.9,26.4525,31.6505,15.0403,11.0375,14.8,19.05,21.55,26.0525,31.101,6.29563,6.17456,6.17456,5.96941,7.42509,20.4699,0.49525,2.04375,3.16792,0.806083,2.36184,1.18458,0.732666,0.247667,0.520167
123093-84679,Marvin Bagley,C,WAS,BKN,,3900,8.1,14.92,8.1,14.92,3.825641025641026,0.03,0.02843331149561391,0,100,116.2337,231.478,14.5691,11.125,15,19.25,22,26.625,33.3775,14.9236,11.2,15.3,20.05,22.85,28.0025,34.8005,14.9236,11.2,15.3,20.05,22.85,28.0025,34.8005,14.9886,11.35,15.35,19.95,22.75,27.75,34.5515,6.27451,6.70405,6.70405,6.55397,6.88225,14.2319,2.50517,0.239,4.35183,1.04867,3.30316,0.839584,0.571666,0.519584,0.672584
123093-23665,Buddy Hield,SG/SF,GS,NO,,3700,24.4,14.44,24.4,14.44,3.9027027027027024,0.33,0.29685290669623704,0,100,118.4982,228.6794,14.9206,10.125,14.25,18.75,21.625,26.75,32.8763,14.4421,9.8,13.75,18.25,21.05,26.15,32.0505,14.4421,9.8,13.75,18.25,21.05,26.15,32.0505,14.5007,10,13.85,18.2,20.95,25.85,31.501,6.53515,6.43188,6.43188,6.26864,7.1,16.6213,1.02092,1.53691,2.45983,0.495916,1.96391,1.84017,0.569417,0.194584,0.713333
123093-58519,Gary Payton,SG,GS,NO,,3600,12.6,14.34,12.6,14.34,3.9833333333333334,0.36,0.30247982622257247,0,100,118.4982,228.6794,13.9853,9.125,13,17.5,20.375,25.625,31.7512,14.3357,9.2875,13.3,18.1,21.1,26.6,33.25,14.3357,9.2875,13.3,18.1,21.1,26.6,33.25,14.2602,9.35,13.2,17.9,20.8,26.1025,32.7,6.40277,6.74657,6.74657,6.53349,6.17633,16.2446,1.97517,0.574,2.95442,0.609583,2.34483,1.16775,0.793667,0.309583,0.644834
123093-188413,Brice Sensabaugh,SF/SG,UTA,CHI,,3900,27.7,14.05,27.7,14.05,3.6025641025641026,0.26,0.22644113879372343,0,100,118.8193,242.0745,14.6147,9.875,14.125,18.75,21.5,26.5,33.25,14.0506,9.5,13.55,18.1,20.75,25.9,32.6005,14.0506,9.5,13.55,18.1,20.75,25.9,32.6005,14.3024,9.8,13.8,18.25,20.9,25.9,32.4505,6.62928,6.58492,6.58492,6.42465,8.65841,14.2448,1.54209,1.31633,2.18291,0.5195,1.66342,1.19258,0.603,0.13425,1.125
123093-145314,Precious Achiuwa,PF/C,SAC,SA,,3800,2.2,13.44,2.2,13.44,3.536842105263158,0.59,0.554671476220037,0,100,117.3802,240.3172,13.0839,9.25,12.75,16.625,18.875,23.25,28.375,13.4375,9.3,13.05,17.1625,19.55,24.3,29.6505,13.4375,9.3,13.05,17.1625,19.55,24.3,29.6505,13.4437,9.4375,13,17.05,19.45,24,29.3005,5.51068,5.88156,5.88156,5.72777,4.72941,14.9294,1.51134,0.347834,4.1535,0.935667,3.21783,0.862,0.57125,0.474,0.55025
123093-9809,Nicolas Batum,SF,LAC,BOS,,3600,15.8,13.33,15.8,13.33,3.702777777777778,0.26,0.237361203093348,0,100,108.279,221.8638,13.0763,9.375,13,17.125,19.375,23.5,28.5,13.3301,9.5,13.35,17.55,20.1,24.4525,29.451,13.3301,9.5,13.35,17.55,20.1,24.4525,29.451,13.2091,9.55,13.25,17.25,19.6575,23.95,28.7015,5.70646,5.96688,5.96688,5.75899,4.47408,20.3207,0.43525,1.07075,2.63758,0.589584,2.048,1.96116,0.751833,0.48275,0.48
123093-9621,Brook Lopez,C,LAC,BOS,,3700,17.9,12.97,17.9,12.97,3.5054054054054054,0.08,0.06719565543243187,0,100,108.279,221.8638,12.917,9.25,13,17.125,19.625,24.375,30.375,12.9746,9.15,13.1,17.4,19.9,24.6,30.701,12.9746,9.15,13.1,17.4,19.9,24.6,30.701,13.1741,9.4,13.25,17.5,20.05,24.6525,30.6005,6.0435,6.20015,6.20015,6.13065,7.022,15.3469,1.60733,0.909333,2.625,0.5875,2.0375,0.809,0.245166,0.70425,0.638
123093-58081,Tyus Jones,PG,ORL,HOU,,3600,8.4,12.95,8.4,12.95,3.5972222222222223,0.38,0.3456433998215238,0,100,109.8973,225.21859999999998,13.0986,9.375,12.875,16.875,19.25,23.5,28.3762,12.9484,9.05,12.8,16.85,19.2575,23.65,28.751,12.9484,9.05,12.8,16.85,19.2575,23.65,28.751,13.0081,9.35,12.85,16.75,19.15,23.2525,28.35,5.68212,5.81728,5.81728,5.59628,5.56692,17.4927,1.1545,0.849666,1.72717,0.513417,1.21375,2.70258,0.7115,0.0699167,0.779833
123093-179828,Keaton Wallace,PG,ATL,PHO,,3900,9.7,12.6,9.7,12.6,3.230769230769231,0.14,0.1169615701724505,0,100,112.8215,226.703,12.6079,9,12.5,16.625,18.875,23.375,29.75,12.6018,8.75,12.55,16.75,19.2,23.9,30.2,12.6018,8.75,12.55,16.75,19.2,23.9,30.2,12.7443,9.05,12.65,16.8,19.1,23.655,29.7005,5.7799,6.03448,6.03448,5.81728,5.27592,16.2237,1.13125,0.818416,2.44692,0.5385,1.90841,1.83258,0.700584,0.330833,0.988667
123093-58576,Kevon Looney,C,NO,GS,,3700,0,12.48,,12.48,3.372972972972973,0.05,0.04538688118542164,0,100,110.1812,228.6794,12.2159,9.125,12.375,15.875,18.25,22.25,27.7512,12.4818,9.1,12.5,16.5,18.95,23.35,29.401,12.4818,9.1,12.5,16.5,18.95,23.35,29.401,12.4908,9.15,12.5,16.45,18.85,23.1,29.001,5.30184,5.69007,5.69007,5.57074,3.40317,13.953,1.3895,0.0165833,4.30241,1.18375,3.11866,1.805,0.36925,0.366417,0.326333
123093-157819,Corey Kispert,SF,WAS,BKN,,3700,9.4,11.81,9.4,11.81,3.191891891891892,0.06,0.045626991034319615,0,100,116.2337,231.478,12.392,8.375,12,16.25,18.75,23.375,29.0012,11.8062,7.95,11.55,15.7,18.05,22.3525,28.0005,11.8062,7.95,11.55,15.7,18.05,22.3525,28.0005,11.9704,8.25,11.7,15.75,18.15,22.4,27.801,5.91777,5.7514,5.7514,5.6506,7.28159,18.4585,1.261,1.32583,1.64058,0.376667,1.26391,1.379,0.299167,0.177334,0.640083
123093-171793,Karlo Matkovic,C,NO,GS,,3600,15.899999999999999,11.55,15.9,11.55,3.2083333333333335,0.02,0.013290663738501365,0,100,110.1812,228.6794,11.5892,7.375,10.75,14.5,16.875,20.875,25.25,11.551,7.25,10.7,14.7,17.05,21.35,25.9005,11.551,7.25,10.7,14.7,17.05,21.35,25.9005,11.7752,7.55,10.9,14.8,17.15,21.25,25.85,5.31167,5.54776,5.54776,5.42236,5.0395,12.0183,1.4465,0.437167,2.64091,0.743002,1.89792,1.13617,0.361167,0.357917,0.812584
123093-228157,Kobe Sanders,SG,LAC,BOS,,3600,23.2,10.51,23.2,10.51,2.9194444444444447,0.11,0.08662821535109182,0,100,108.279,221.8638,11.0196,8.25,11.875,15.875,18.375,23,29,10.5147,7.8,11.25,15.25,17.7,22.15,28.001,10.5147,7.8,11.25,15.25,17.7,22.15,28.001,10.7345,8.05,11.45,15.45,17.8575,22.2525,28.0015,5.86401,5.75538,5.75538,5.67142,7.09733,14.2603,1.62717,0.872248,2.13583,0.481167,1.65466,1.27283,0.244,0.09325,0.70875
123093-188407,Jett Howard,SF,ORL,HOU,,3500,16.4,10.48,16.4,10.48,2.9942857142857147,0.68,0.5455436330066988,0,100,109.8973,225.21859999999998,10.9303,6.875,10.375,14.25,16.6437,20.875,26.2525,10.4839,6.45,9.95,13.8,16.1,20.105,25.35,10.4839,6.45,9.95,13.8,16.1,20.105,25.35,10.6406,6.7,10.15,13.85,16.15,20.05,25.101,5.54027,5.43417,5.43417,5.31951,5.75925,15.2409,0.686916,1.20275,1.54925,0.441,1.10825,1.232,0.314166,0.22775,0.615
123093-203780,Oso Ighodaro,PF/C,PHO,ATL,,3800,2,10.47,2,10.47,2.755263157894737,0.13,0.09744155562715415,0,100,113.8815,226.703,10.1537,6.875,9.875,13.625,15.75,19.625,24.375,10.4681,7,10.3,14.15,16.5,20.7,25.551,10.4681,7,10.3,14.15,16.5,20.7,25.551,10.5686,7.1375,10.4,14.15,16.4,20.4525,25.45,5.01725,5.43316,5.43316,5.26815,4.00291,14.7407,1.41742,0.221917,2.44842,0.51925,1.92917,1.25375,0.511917,0.404917,0.714667
123093-97263,Drew Eubanks,C,SAC,SA,,3600,9.2,9.94,9.2,9.94,2.761111111111111,0.06,0.038348158667645814,0,100,117.3802,240.3172,9.667,6.125,9.125,12.625,14.75,19,24.375,9.93847,6.1,9.25,13.1,15.4,19.8,25.4005,9.93847,6.1,9.25,13.1,15.4,19.8,25.4005,10.046,6.25,9.35,13.15,15.45,19.85,25.401,5.0085,5.36507,5.36507,5.30952,3.32242,10.8653,1.27683,0.0631667,3.23558,0.699583,2.536,0.77475,0.218416,0.46425,0.441583
123093-228180,Caleb Love,SG,POR,DAL,,3500,10.4,9.77,10.4,9.77,2.7914285714285714,0,0,0,100,118.9152,234.377,10.4229,6.625,10.375,14.875,17.625,22.625,29.5,9.76713,6.15,9.6,14,16.6,21.4,28.151,9.76713,6.15,9.6,14,16.6,21.4,28.151,10.1046,6.6,10.05,14.35,16.8575,21.65,28.1505,6.20862,5.9805,5.9805,5.9346,7.262,11.8882,1.57746,0.979833,1.23442,0.293916,0.9405,1.23937,0.1695,0.0962083,0.89875
123093-145318,Nick Richards,C,PHO,ATL,,3700,10,9.74,10,9.74,2.632432432432432,0.04,0.023902043399302148,0,100,113.8815,226.703,9.66617,6.5,9.625,13.5,15.75,20.1313,25.7512,9.74333,6.3,9.7,13.8,16.2,20.85,26.8,9.74333,6.3,9.7,13.8,16.2,20.85,26.8,9.98383,6.6,9.95,14,16.4,21.0025,26.9,5.33325,5.63553,5.63553,5.6041,4.28717,10.5074,1.58,0.0214166,3.63742,0.781667,2.85575,0.363667,0.159084,0.466417,0.636083
123093-188421,Jordan Hawkins,SG,NO,GS,,3600,12.8,9.56,12.8,9.56,2.6555555555555554,0.05,0.030284963396356893,0,100,110.1812,228.6794,9.96683,6.25,9.625,13.5,15.75,20.375,26.25,9.56227,5.95,9.2,13.1,15.3075,19.7,25.4005,9.56227,5.95,9.2,13.1,15.3075,19.7,25.4005,9.71277,6.1,9.35,13.15,15.4,19.705,25.351,5.52874,5.4167,5.4167,5.33848,5.443,12.7058,0.775667,0.98275,1.923,0.579834,1.34317,0.875333,0.248167,0.189084,0.532583
123093-84719,Aaron Holiday,PG,HOU,ORL,,3600,11.2,8.91,11.2,8.91,2.475,0.26,0.16454644116179837,0,100,115.3213,225.21859999999998,9.22575,5.25,8.3125,12.125,14.625,19.125,24.875,8.90523,5,8.1,11.8,14.2,18.5525,24.001,8.90523,5,8.1,11.8,14.2,18.5525,24.001,9.04407,5.2,8.15,11.95,14.2,18.55,24.151,5.35687,5.29995,5.29995,5.18965,4.982,11.9358,0.890666,0.81425,0.90775,0.2005,0.70725,1.33567,0.327,0.114167,0.5935
