DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
123093-203761,Matas Buzelis,PF/SF,CHI,UTA,Confirmed,5700,35.7,29.02,35.7,29.02,5.091228070175438,10,9.801866441492137,0,100,123.2552,242.0745,29.3534,23.5,29.125,35.125,38.625,44.7562,51.25,29.0207,22.9375,28.8,35,38.4,44.65,51.7005,29.0207,22.9375,28.8,35,38.4,44.65,51.7005,29.2757,23.35,29,35.05,38.4,44.4025,51.4005,8.79601,9.00045,9.00045,8.76496,15.1789,27.467,3.386,2.15866,5.71291,1.19741,4.5155,2.15984,1.08225,0.741167,1.61391
123093-145335,Payton Pritchard,PG/SG,BOS,LAC,Confirmed,5900,36.6,28.94,36.6,28.94,4.905084745762712,5.49,5.84618383572695,0,100,113.5848,221.8638,29.938,23.625,29.25,35,38.125,43.75,50.375,28.9419,22.8,28.25,33.75,36.95,42.45,49.451,28.9419,22.8,28.25,33.75,36.95,42.45,49.451,28.9432,22.9875,28.2,33.6,36.7,41.95,48.551,8.39139,8.2618,8.2618,7.99059,14.5746,31.1656,2.17825,3.077,3.61691,0.92975,2.68717,4.56325,1.15559,0.138833,1.18733
123093-163978,Brandon Williams,PG,DAL,POR,Confirmed,5300,29.6,28.8,29.6,28.8,5.433962264150944,6.05,6.339650539780272,0,100,115.4618,234.377,28.6737,22,27.25,33,36.25,41.75,48.125,28.7972,21.7,27.275,33.35,36.85,42.3525,49.6005,28.7972,21.7,27.275,33.35,36.85,42.3525,49.6005,29.122,22.3,27.7,33.5,36.75,42.2025,48.9505,8.17778,8.63704,8.63704,8.26005,14.5119,26.4714,3.67712,1.35987,1.7715,0.457125,1.31438,5.00116,1.53979,0.404292,2.24241
123093-40783,Zach LaVine,SF/SG,SAC,SA,Confirmed,6500,15.899999999999999,28.78,15.9,28.78,4.427692307692308,1.4,1.6602926431522047,0,100,117.3802,240.3172,30.5259,24.125,30.125,36.375,40,46,53.3775,28.7769,22.45,28.35,34.55,38.05,43.8525,50.901,28.7769,22.45,28.35,34.55,38.05,43.8525,50.901,29.5899,23.4,29.15,35.2125,38.6,44.4025,51.4005,9.13367,8.99006,8.99006,8.76836,21.1236,33.3819,4.54292,2.80175,3.3735,0.700167,2.67333,1.88934,0.744583,0.283583,2.39742
123093-60233,Dillon Brooks,SF/SG,PHO,ATL,Confirmed,5600,48.7,28.6,48.7,28.6,5.107142857142857,5.17,5.425051129207414,0,100,113.8815,226.703,29.617,23.8438,29.625,35.875,39.125,44.875,51.375,28.6039,22.85,28.65,34.7,38,43.65,50.4515,28.6039,22.85,28.65,34.7,38,43.65,50.4515,28.8592,23.3,28.85,34.8,38.05,43.5,50.2005,8.7478,8.65798,8.65798,8.42632,19.3892,31.4034,4.01075,2.73058,2.92175,0.623334,2.29841,2.51792,0.935583,0.285417,1.38408
123093-110356,Nickeil Alexander-Walker,SG/PG,ATL,PHO,Confirmed,5700,39.6,28.19,39.6,28.19,4.945614035087719,0.86,1.0739261624516363,0,100,112.8215,226.703,29.361,22.375,28,34,37.25,43.125,50.0025,28.1863,21.15,26.85,32.75,36,41.7025,48.5,28.1863,21.15,26.85,32.75,36,41.7025,48.5,28.7343,21.9,27.45,33.2,36.35,41.95,48.5505,8.56575,8.49418,8.49418,8.29443,15.5541,29.5772,2.83867,2.80975,3.12967,0.62075,2.50891,3.92684,0.695667,0.594584,1.87334
123093-84676,Wendell Carter,C,ORL,HOU,Confirmed,5400,39.2,28.04,39.2,28.04,5.192592592592592,0.44,0.605252488408639,0,100,109.8973,225.21859999999998,27.8398,22.375,27.625,33.125,36.25,41.5,48.125,28.044,22.3,27.95,33.6125,37,42.5,49.45,28.044,22.3,27.95,33.6125,37,42.5,49.45,28.1656,22.6,28.05,33.55,36.9,42.2,48.7015,8.01954,8.41218,8.41218,8.17899,10.8701,29.9715,3.05075,0.977835,7.95966,2.04541,5.91425,2.49334,1.06509,0.717834,1.28691
123093-84704,Kevin Huerter,SF/SG,CHI,UTA,Confirmed,5600,23.6,27.96,23.6,27.96,4.992857142857143,0.04,0.0691029656863307,0,100,123.2552,242.0745,27.7293,22.25,27.625,33.625,36.875,42.75,49.875,27.9607,22.2,27.85,34,37.35,43.2525,50.6015,27.9607,22.2,27.85,34,37.35,43.2525,50.6015,27.7245,22.2,27.65,33.45,36.75,42.4525,49.701,8.49001,8.7458,8.7458,8.40501,13.2515,26.1996,2.49392,2.47416,3.51642,0.7635,2.75292,3.56792,1.71442,0.530917,1.231
123093-157811,Neemias Queta,C,BOS,LAC,Confirmed,4900,35.3,27,35.3,27,5.510204081632653,2.17,2.5317520082776412,0,100,113.5848,221.8638,25.6897,20.5,25.125,30,32.6437,37.25,42.875,27.0036,21.35,26.35,31.7,34.8,40.1,46.301,27.0036,21.35,26.35,31.7,34.8,40.1,46.301,27.0551,21.55,26.4,31.7,34.6,39.65,45.7015,6.92662,7.72711,7.72711,7.50042,8.43058,25.6554,3.40275,0.123333,8.60458,2.20825,6.39633,1.325,1.08842,1.31108,1.18667
123093-188408,Anthony Black,PG/SG,ORL,HOU,Confirmed,4800,31.6,26.84,31.6,26.84,5.591666666666667,12.29,11.973276096899676,0,100,109.8973,225.21859999999998,26.4233,21.125,26.625,32.375,35.75,41.25,47.7513,26.844,21.15,27.15,33.4,36.8,43.05,50.102,26.844,21.15,27.15,33.4,36.8,43.05,50.102,27.1757,21.7,27.4,33.4,36.6575,42.55,49.4505,8.33416,8.99349,8.99349,8.58247,12.5712,29.3664,3.19725,1.34058,3.62225,0.937917,2.68433,3.5565,1.81009,0.71525,2.36441
123093-18338,Royce O'Neale,SF/PF,PHO,ATL,Confirmed,5100,11.7,26.64,11.7,26.64,5.223529411764706,2.9,3.213057732713221,0,100,113.8815,226.703,27.072,21.375,26.75,32.625,35.875,41.2562,48.25,26.6354,20.9,26.4,32.15,35.45,40.9,48.1505,26.6354,20.9,26.4,32.15,35.45,40.9,48.1505,26.7268,21.15,26.45,32.05,35.3,40.5025,47.501,8.28794,8.3507,8.3507,8.08726,11.7889,29.3023,1.11992,2.76908,4.97242,1.04783,3.92459,3.11508,1.17942,0.7085,1.31917
123093-228131,Jeremiah Fears,PG,NO,GS,Confirmed,5800,23.5,26.63,24.5,26.63,4.591379310344828,0.26,0.34710440706591733,0,100,110.1812,228.6794,27.2457,21.5,27.1875,33.125,36.375,42.25,49.1263,26.6293,20.725,26.55,32.75,36.1,42.0025,48.8505,26.6293,20.725,26.55,32.75,36.1,42.0025,48.8505,27.1534,21.45,27.05,33,36.2,41.9025,48.701,8.52576,8.7669,8.7669,8.44367,16.1221,27.8204,4.36983,1.63733,2.342,0.638,1.704,3.8665,1.31042,0.19175,2.2765
123093-188431,Noah Clowney,PF,BKN,WAS,Confirmed,4400,23.3,26.49,23.3,26.49,6.020454545454545,18.5,17.048402574767515,0,100,115.2443,231.478,27.3273,21.875,27.125,32.875,36.125,41.625,48.3763,26.4894,21.0875,26.45,32.1,35.3,40.95,47.6005,26.4894,21.0875,26.45,32.1,35.3,40.95,47.6005,27.0049,21.65,26.9,32.5,35.65,41,47.6515,8.16393,8.20525,8.20525,8.02884,14.8278,28.5028,3.33784,1.93067,5.06492,1.14683,3.91809,2.552,0.644417,0.588666,1.62267
123093-145328,Saddiq Bey,SF/PF,NO,GS,Confirmed,5100,24.9,26.48,21.9,26.48,5.192156862745098,0.05,0.08029996760289232,0,100,110.1812,228.6794,27.2708,22,27.75,33.875,37.125,42.875,50,26.4751,21.25,27,33,36.3,41.75,48.9515,26.4751,21.25,27,33,36.3,41.75,48.9515,26.5701,21.5,27.05,32.95,36.1,41.55,48.3505,8.70604,8.60025,8.60025,8.38983,15.0358,28.906,2.5735,2.24075,5.37641,1.5075,3.86892,2.29158,0.946666,0.196084,1.04675
123093-157848,Herbert Jones,SF/PF,NO,GS,Confirmed,4900,13.9,26.4,13.9,26.4,5.387755102040816,2.45,2.7208768305920628,0,100,110.1812,228.6794,26.3281,21.125,26.625,32.5,35.625,41.25,47.2513,26.3997,21.1,26.825,32.75,36.4,42.25,48.4,26.3997,21.1,26.825,32.75,36.4,42.25,48.4,26.6847,21.5,27.05,32.8,36.1,41.7525,47.8005,8.27796,8.71169,8.71169,8.35923,12.998,32.6795,3.01858,1.52316,3.80659,1.04141,2.76517,3.44092,1.58,0.57175,2.01667
123093-228119,Ace Bailey,SG/SF,UTA,CHI,Confirmed,5000,9.2,26.07,9.2,26.07,5.2139999999999995,6.09,6.242516252891893,0,100,118.8193,242.0745,26.1454,20.75,25.875,31.5,34.625,40.25,46.5,26.0708,20.45,25.75,31.55,34.95,40.6,46.902,26.0708,20.45,25.75,31.55,34.95,40.6,46.902,26.3133,20.85,25.975,31.6,34.9,40.4,46.6505,7.98423,8.2481,8.2481,8.02905,13.5598,28.0676,3.40441,1.54092,4.7055,0.9775,3.728,2.36383,0.888333,0.71425,1.35408
123093-188433,Brandin Podziemski,SG/PG,GS,NO,,5400,27.1,25.71,27.1,25.71,4.761111111111111,1.89,2.176250264177361,0,100,118.4982,228.6794,26.3605,20.125,25.375,30.875,33.875,39.25,45.375,25.7052,19.45,24.65,30.05,33.3,38.5,44.7505,25.7052,19.45,24.65,30.05,33.3,38.5,44.7505,25.9195,19.8,24.9,30.2125,33.35,38.3025,44.45,7.8433,7.85896,7.85896,7.63483,12.8444,23.9308,3.17291,1.79559,4.73258,0.989167,3.74342,2.98342,0.981417,0.189416,1.49458
123093-171668,Collin Gillespie,PG,PHO,ATL,,4600,39.1,25.7,41.8,25.7,5.58695652173913,26.65,23.833221078751702,0,100,113.8815,226.703,26.073,20.75,25.875,31.125,34.25,39.5,45.125,25.7004,20.45,25.5,30.85,34,39.35,45.1505,25.7004,20.45,25.5,30.85,34,39.35,45.1505,25.8183,20.7,25.6,30.75,33.7,38.9,44.5505,7.58788,7.75189,7.75189,7.44528,11.6142,23.2393,2.09784,1.92158,3.64041,0.814333,2.82609,4.49459,1.246,0.28,1.40575
123093-66236,John Collins,PF/C,LAC,BOS,Confirmed,4800,19.4,25.62,19.4,25.62,5.3375,6.04,6.176153505203354,0,100,108.279,221.8638,26.2207,20.25,25.5,31.125,34.25,39.75,45.8763,25.6248,19.45,24.825,30.75,33.8575,39.35,45.7505,25.6248,19.45,24.825,30.75,33.8575,39.35,45.7505,26.3233,20.3,25.55,31.25,34.3,39.75,46.101,7.96516,8.21393,8.21393,7.9833,14.5992,28.1875,4.22825,1.36934,5.28284,1.126,4.15684,1.52884,0.757667,0.646334,2.14334
123093-171767,Jabari Smith,PF/SF,HOU,ORL,Confirmed,5500,27,25.57,27,25.57,4.649090909090909,0.51,0.6685340178762731,0,100,115.3213,225.21859999999998,26.2722,20.25,25.375,30.875,33.875,39.375,45,25.5681,19.5,24.7,30.15,33.1,38.4,44.201,25.5681,19.5,24.7,30.15,33.1,38.4,44.201,25.8723,19.95,24.95,30.3125,33.25,38.4,44.25,7.7929,7.77753,7.77753,7.61582,14.4004,31.5308,2.97408,2.09717,5.69725,1.22933,4.46792,0.962585,0.5725,0.612167,1.22017
123093-145819,Naji Marshall,SF/PF,DAL,POR,,5300,28.299999999999997,25.42,28.3,25.42,4.79622641509434,0.5,0.6329942065023764,0,100,115.4618,234.377,25.5089,19.375,24.375,29.875,32.875,38.375,44.375,25.419,19.1,24.2,29.85,33.05,38.7525,44.95,25.419,19.1,24.2,29.85,33.05,38.7525,44.95,25.5048,19.3,24.35,29.8,32.9,38.45,44.3005,7.8742,8.13331,8.13331,7.86454,11.5617,22.8907,2.97396,1.03579,5.25679,1.33687,3.91991,2.74254,1.11346,0.199792,1.27442
123093-203716,Tristan da Silva,SF/PF,ORL,HOU,Confirmed,4000,35.2,24.7,35.2,24.7,6.175,18.15,17.19722592112389,0,100,109.8973,225.21859999999998,25.1971,19.625,25.25,31,34.375,40.25,47.0013,24.6983,19.15,24.75,30.65,33.915,39.8525,46.951,24.6983,19.15,24.75,30.65,33.915,39.8525,46.951,24.8945,19.45,24.925,30.7,34,39.7,46.5,8.46204,8.52709,8.52709,8.31425,13.3934,29.8716,2.78217,1.82608,4.99567,1.30791,3.68775,2.02425,0.931417,0.405917,1.28867
123093-58312,D'Angelo Russell,PG,DAL,POR,,5200,22.9,24.27,22.9,24.27,4.667307692307692,0.36,0.5159719948086947,0,100,115.4618,234.377,25.0086,20.5,25.5,30.75,33.875,39.625,46.125,24.2722,19.8,24.8,30.05,33.05,38.8,45.2005,24.2722,19.8,24.8,30.05,33.05,38.8,45.2005,24.6705,20.35,25.25,30.35,33.3,38.8025,45.051,7.72498,7.77742,7.77742,7.53712,13.5608,21.7404,2.77966,1.98246,2.12454,0.523791,1.60075,4.78621,0.91,0.278291,1.67279
123093-110315,Terance Mann,SF/SG,BKN,WAS,Confirmed,4100,20.9,24.25,19.7,24.25,5.914634146341464,20.33,18.621127105755143,0,100,115.2443,231.478,24.1502,18.75,23.5,28.625,31.5,36.375,41.6263,24.2492,18.7,23.55,28.85,31.9,36.95,42.5,24.2492,18.7,23.55,28.85,31.9,36.95,42.5,24.1954,18.85,23.55,28.7,31.6,36.4,41.75,7.28831,7.53643,7.53643,7.28147,10.6412,27.6714,2.62975,1.23566,3.09525,0.6885,2.40675,4.30425,1.06675,0.300416,0.981833
123093-171751,Max Christie,SF/SG,DAL,POR,Confirmed,5200,26.8,24.16,26.8,24.16,4.646153846153846,0.71,0.8358625047209345,0,100,115.4618,234.377,24.6747,18.375,23.5,28.875,31.875,37.2562,43.6263,24.1558,17.75,22.95,28.4,31.5,36.9525,43.1505,24.1558,17.75,22.95,28.4,31.5,36.9525,43.1505,24.4015,18.25,23.25,28.5,31.5,36.75,42.8505,7.80057,7.88612,7.88612,7.6456,12.9308,29.4942,2.40963,2.06463,3.59321,0.898041,2.69516,2.18729,0.921084,0.482958,1.43062
123093-203724,Ryan Dunn,PF/SF,PHO,ATL,Confirmed,4200,27.8,23.98,26.3,23.98,5.70952380952381,1.5,1.7324626907458232,0,100,113.8815,226.703,23.2659,18.25,23,28.125,31,36,42.375,23.9825,18.65,23.75,29.2,32.2575,37.3,44.2,23.9825,18.65,23.75,29.2,32.2575,37.3,44.2,23.698,18.55,23.45,28.7125,31.65,36.6,43.2515,7.38359,7.77603,7.77603,7.50248,8.241,26.2539,1.06167,1.74984,5.13892,1.02117,4.11775,2.46058,1.35292,0.90325,0.736667
123093-228109,Egor Demin,PG/SG,BKN,WAS,Confirmed,4000,15.7,23.93,15.7,23.93,5.9825,14.86,14.147719454745536,0,100,115.2443,231.478,24.255,19.5,24.25,29.5,32.5,37.6312,44.2513,23.9344,19.1,24,29.45,32.5,38.05,44.7505,23.9344,19.1,24,29.45,32.5,38.05,44.7505,24.2809,19.6,24.35,29.6,32.55,37.8,44.2015,7.47976,7.757,7.757,7.46984,9.142,26.1695,1.84766,1.318,4.02025,0.891083,3.12916,5.285,1.12233,0.3385,1.80417
123093-110325,Daniel Gafford,C,DAL,POR,Confirmed,5500,42.2,23.78,42.2,23.78,4.323636363636363,0.09,0.1419158694458292,0,100,115.4618,234.377,22.9079,19.125,23.5,28.5,31.125,36,41.5013,23.784,19.5,24.45,29.8,32.8,38.1025,44.351,23.784,19.5,24.45,29.8,32.8,38.1025,44.351,24.0414,19.8875,24.75,30.05,32.9,38.2,44.402,6.96934,7.61723,7.61723,7.52204,9.60734,23.1362,3.963,0.0085,6.90129,1.65846,5.24284,1.79146,0.443166,1.32616,0.997208
123093-110326,Coby White,SG/PG,CHI,UTA,,5800,43.8,23.2,43.8,23.2,4,0.07,0.09988395597032786,0,100,123.2552,242.0745,24.09,18.625,23.75,29.125,32.375,37.75,43.6275,23.2021,17.8,22.8,28.25,31.3,36.75,43.001,23.2021,17.8,22.8,28.25,31.3,36.75,43.001,23.5186,18.25,23.15,28.35,31.4,36.75,42.8505,7.85867,7.81901,7.81901,7.58134,13.9321,22.8704,2.90442,2.217,1.8175,0.401334,1.41616,3.61058,0.9135,0.169916,1.554
123093-110347,Keldon Johnson,SF/PF,SA,SAC,,4400,29.9,23.08,29.9,23.08,5.245454545454545,2.39,2.6595015458221916,0,100,122.937,240.3172,23.4544,18.25,23,28.25,31.25,36.625,43.75,23.0805,17.9375,22.75,27.95,30.95,36.4,43.2505,23.0805,17.9375,22.75,27.95,30.95,36.4,43.2505,23.2417,18.2,22.9,27.95,30.9,36.25,43.05,7.47051,7.53024,7.53024,7.36418,11.2109,23.3557,2.82642,1.17075,5.39958,1.29567,4.10392,2.35108,0.693,0.305333,0.969918
123093-203713,Reed Sheppard,PG/SG,HOU,ORL,,5000,30.4,22.79,30.4,22.79,4.558,0.33,0.39133357042305356,0,100,115.3213,225.21859999999998,22.8081,17,22,27.25,30.25,35.5062,42.125,22.793,16.7,21.95,27.35,30.4,36.05,42.7005,22.793,16.7,21.95,27.35,30.4,36.05,42.7005,22.9528,17.15,22.15,27.35,30.25,35.6,42.0515,7.64428,7.94672,7.94672,7.59905,12.535,23.1875,2.65017,2.04625,0.904333,0.1915,0.712833,3.1875,1.40675,0.484417,1.7935
123093-157849,Ayo Dosunmu,SG,CHI,UTA,,5300,23.7,22.36,23.7,22.36,4.218867924528301,0.02,0.030760502209987647,0,100,123.2552,242.0745,22.5392,17.375,22,27.25,30.125,35.1312,41.2513,22.3625,17.05,21.9,27.1125,30.05,35.2525,41.4005,22.3625,17.05,21.9,27.1125,30.05,35.2525,41.4005,22.4881,17.45,21.95,27.05,29.9,34.85,41.05,7.26572,7.42749,7.42749,7.18151,12.1327,21.8766,3.22991,1.50508,1.35408,0.317,1.03708,4.07225,0.932917,0.286833,1.22583
123093-160174,Jordan Goodwin,SG,PHO,ATL,,4000,27.4,22.22,26.2,22.22,5.555,10.73,10.51277163055407,0,100,113.8815,226.703,21.7292,17.75,22.625,27.625,30.5,35.75,42.875,22.2231,17.9375,23.2,28.7,31.8,37.505,45.151,22.2231,17.9375,23.2,28.7,31.8,37.505,45.151,22.2829,18.2,23.2,28.35,31.4,36.8025,43.6505,7.37135,7.96224,7.96224,7.57275,8.52867,21.8708,2.01433,1.02292,5.515,1.24667,4.26833,2.26525,1.69884,0.553,1.64341
123093-157802,Moses Moody,SF/SG,GS,NO,Confirmed,4400,47.8,22.09,47.8,22.09,5.0204545454545455,6.2,6.279772383050347,0,100,118.4982,228.6794,22.3717,16.0938,21,26.125,29.125,34.0062,40.7513,22.0892,15.75,20.6,25.75,28.7,33.75,40.35,22.0892,15.75,20.6,25.75,28.7,33.75,40.35,22.1319,15.9,20.7,25.7,28.5,33.65,39.951,7.4035,7.43958,7.43958,7.24746,12.993,27.2954,2.30733,2.24534,3.09075,0.58475,2.506,0.6885,0.810417,0.60775,1.00108
123093-188416,Bilal Coulibaly,SF/PF,WAS,BKN,Confirmed,4500,27.6,21.85,27.6,21.85,4.855555555555556,0.8,0.9206875196208127,0,100,116.2337,231.478,21.9684,17,21.625,26.875,29.75,34.8812,40.7525,21.8533,16.65,21.575,26.85,29.9,35.0525,41.25,21.8533,16.65,21.575,26.85,29.9,35.0525,41.25,22.1321,17.1,21.9,27.0125,29.9075,35,41.101,7.28502,7.50353,7.50353,7.30729,10.3421,24.7664,2.38725,1.28108,4.19125,0.872917,3.31834,2.53184,0.797916,0.598667,1.32141
123093-145322,Jalen Smith,C,CHI,UTA,,4000,24.1,21.76,24.1,21.76,5.44,0.26,0.2879793697763017,0,100,123.2552,242.0745,21.959,16.375,21.375,26.875,30.3937,36.5,43.375,21.7578,16.05,21.15,26.8,30.3,36.55,43.65,21.7578,16.05,21.15,26.8,30.3,36.55,43.65,21.9816,16.3,21.4,26.95,30.5,36.7025,43.55,7.99819,8.11221,8.11221,8.0202,10.7112,17.5005,2.72067,1.22733,5.87266,1.39934,4.47333,1.0355,0.42275,0.714583,0.8615
123093-157843,Ziaire Williams,SF/SG,BKN,WAS,,4000,19.8,21.75,19.8,21.75,5.4375,3.76,3.9072112441136144,0,100,115.2443,231.478,22.0347,16.75,21.75,27,29.75,35.125,41,21.7515,16.3,21.4,26.95,29.7,35.15,41.3,21.7515,16.3,21.4,26.95,29.7,35.15,41.3,21.8621,16.55,21.55,26.75,29.6,34.75,40.551,7.54913,7.69595,7.69595,7.43015,12.0617,21.9266,2.2695,1.9255,3.11925,0.764916,2.35434,1.88225,1.05875,0.4145,1.22483
123093-203767,Zaccharie Risacher,SF/PF,ATL,PHO,Confirmed,4900,29.6,21.73,29.6,21.73,4.4346938775510205,0.39,0.462390699672487,0,100,112.8215,226.703,22.3729,16.875,21.625,27,29.875,35.25,41.1263,21.727,16.2,21.075,26.35,29.3,34.45,40.9505,21.727,16.2,21.075,26.35,29.3,34.45,40.9505,22.0394,16.65,21.4,26.5,29.5,34.4525,40.7505,7.50035,7.53968,7.53968,7.3531,13.4076,24.1172,2.92983,1.9405,2.678,0.545667,2.13233,1.847,0.658667,0.464833,1.29758
123093-16261,Khris Middleton,SG/SF,WAS,BKN,Confirmed,4300,25,21.52,25,21.52,5.004651162790697,3.31,3.5434190601668294,0,100,116.2337,231.478,21.611,16.8438,21.25,26.125,28.75,33.5,39.5,21.5239,16.6,21.3,26.2,29,34,40.0005,21.5239,16.6,21.3,26.2,29,34,40.0005,21.6932,16.95,21.45,26.2,28.8,33.65,39.3,6.87974,7.18715,7.18715,6.89864,9.36059,24.0606,2.46433,1.05325,4.18341,0.92225,3.26117,3.01016,1.08733,0.282167,1.402
123093-203726,Isaiah Collier,PG,UTA,CHI,,4800,37.3,20.98,37.3,20.98,4.370833333333334,0.1,0.13006670054712557,0,100,118.8193,242.0745,21.0637,15.875,20.375,25.125,27.75,32.25,37.0013,20.9775,15.55,20.3,25.15,28.05,32.85,38.2005,20.9775,15.55,20.3,25.15,28.05,32.85,38.2005,21.5169,16.2,20.85,25.5,28.3,32.9025,38.1005,6.75756,7.1734,7.1734,6.8843,7.64,22.0926,1.93884,0.68025,2.41875,0.536583,1.88216,5.25209,1.13341,0.316833,2.22466
123093-203778,Kyle Filipowski,PF/C,UTA,CHI,,4700,23.299999999999997,20.94,23.3,20.94,4.455319148936171,0.08,0.11015657316443211,0,100,118.8193,242.0745,21.2684,16.375,20.625,25.5,28.25,33.25,38.75,20.937,15.8875,20.3,25.25,28.1075,33.3,38.9005,20.937,15.8875,20.3,25.25,28.1075,33.3,38.9005,21.2425,16.3,20.6,25.45,28.1575,33.3025,38.801,6.91023,7.09001,7.09001,6.89873,8.624,19.9391,2.11283,1.09017,6.24959,1.39392,4.85567,1.595,0.758916,0.4495,1.32433
123093-40201,Dennis Schroder,PG/SG,SAC,SA,,5300,39.7,20.85,39.7,20.85,3.9339622641509435,0.09,0.11899999991026897,0,100,117.3802,240.3172,21.2713,16.25,20.875,25.75,28.625,33.3812,39.2513,20.8464,15.75,20.475,25.5,28.25,33.3,39.2,20.8464,15.75,20.475,25.5,28.25,33.3,39.2,21.1206,16.25,20.8,25.6,28.3,33.05,38.8005,7.01735,7.15781,7.15781,6.89931,10.461,22.8556,2.3865,1.32783,2.49625,0.54,1.95625,3.75591,0.895584,0.18225,1.48942
123093-80816,Malik Monk,SG/PG,SAC,SA,,4500,21.9,20.6,21.9,20.6,4.5777777777777775,0.31,0.36187586860401555,0,100,117.3802,240.3172,21.0271,15.75,20.625,25.75,28.5187,33.875,40.25,20.5954,15.4,20.1,25.3,28.3,33.6,40.1,20.5954,15.4,20.1,25.3,28.3,33.6,40.1,20.8919,15.8,20.45,25.45,28.3075,33.4,39.7015,7.30797,7.39741,7.39741,7.17595,11.7037,23.3673,2.33666,1.76833,2.58808,0.560167,2.02792,2.25675,0.806834,0.465416,1.37975
123093-188406,Cam Whitmore,SF,WAS,BKN,,4600,8.9,20.59,8.9,20.59,4.47608695652174,0.13,0.1553280858403143,0,100,116.2337,231.478,20.6893,15.75,20.625,25.75,28.75,34,40.5013,20.5922,15.65,20.65,25.85,28.9,34.3025,41.001,20.5922,15.65,20.65,25.85,28.9,34.3025,41.001,20.5857,15.85,20.6,25.65,28.6075,33.8525,40.4,7.47698,7.65343,7.65343,7.40065,12.4737,19.8746,2.88367,1.62242,2.84283,0.669917,2.17291,1.28617,1.06825,0.335,1.00242
123093-172098,Julian Champagnie,SG/SF,SA,SAC,,3900,16.4,20.57,16.4,20.57,5.274358974358974,1.96,2.094473865563958,0,100,122.937,240.3172,20.7181,15.875,20.5,25.625,28.625,34,40.2513,20.5667,15.65,20.35,25.55,28.7,34.0525,40.0515,20.5667,15.65,20.35,25.55,28.7,34.0525,40.0515,20.5572,15.75,20.3,25.35,28.4,33.7,39.601,7.36205,7.47104,7.47104,7.22641,9.93124,23.2411,1.21941,2.07266,4.04834,0.959666,3.08867,1.49542,1.03242,0.5725,0.990169
123093-23169,Steven Adams,C,HOU,ORL,,4200,16.6,20.47,15.4,20.47,4.873809523809523,0.14,0.17351919956939005,0,100,115.3213,225.21859999999998,20.2918,15.375,19.625,24.25,27.0187,32.125,38.5013,20.4724,15.25,19.7,24.75,27.65,32.8525,39.851,20.4724,15.25,19.7,24.75,27.65,32.8525,39.851,20.7904,15.65,20.1,25.0125,27.8,32.9025,39.902,6.69182,7.14108,7.14108,7.00036,5.34534,21.2041,2.14,0.0819167,8.0615,1.76208,6.29942,1.93075,0.677583,0.587583,1.35467
123093-15946,Harrison Barnes,PF/SF,SA,SAC,Confirmed,4000,32.9,20.38,32.9,20.38,5.095,1.14,1.2567374551427384,0,100,122.937,240.3172,21.0131,15.625,20.5,25.5,28.375,33.5,39.2513,20.3825,15.15,19.8,24.8,27.7,32.65,38.1505,20.3825,15.15,19.8,24.8,27.7,32.65,38.1505,20.5375,15.45,19.95,24.95,27.8,32.5525,37.9515,7.25695,7.16374,7.16374,7.01604,12.3068,26.9612,2.16583,1.81067,3.29008,0.74675,2.54333,1.471,0.587916,0.310667,0.939166
123093-23802,Kris Dunn,PG/SG,LAC,BOS,Confirmed,4100,15.3,19.97,15.3,19.97,4.870731707317073,0.69,0.7235176490397439,0,100,108.279,221.8638,19.0485,13.25,17.5,22,24.625,29.125,34.5,19.9721,13.5,18.2,23.2,26.05,30.85,36.9505,19.9721,13.5,18.2,23.2,26.05,30.85,36.9505,19.7586,13.65,18.15,22.85,25.5,30.05,35.701,6.50773,7.10509,7.10509,6.72205,7.78884,28.0609,2.20466,0.825667,1.73175,0.37175,1.36,2.79917,1.57375,0.3675,1.25459
123093-158373,Jose Alvarado,PG,NO,GS,,3900,19.7,19.96,19.7,19.96,5.117948717948718,0.23,0.2734637650812932,0,100,110.1812,228.6794,20.253,15.875,20.625,25.5,28.25,33.125,39.1263,19.9605,15.4,20.325,25.45,28.3,33.2,39.3,19.9605,15.4,20.325,25.45,28.3,33.2,39.3,20.101,15.75,20.45,25.3,27.9575,32.7025,38.4,7.08896,7.28876,7.28876,6.98543,9.20642,20.489,1.74691,1.53567,2.58225,0.737917,1.84433,3.77325,1.11208,0.207167,1.27217
